Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95XX,North Down,8,Religion not stated,5,20-24 years,2,Male,21
95XX,North Down,8,Religion not stated,6,25-29 years,1,Female,19
95XX,North Down,8,Religion not stated,6,25-29 years,2,Male,20
95XX,North Down,8,Religion not stated,7,30-34 years,1,Female,22
95XX,North Down,8,Religion not stated,7,30-34 years,2,Male,22
95XX,North Down,8,Religion not stated,8,35-39 years,1,Female,16
95XX,North Down,8,Religion not stated,8,35-39 years,2,Male,27
95XX,North Down,8,Religion not stated,9,40-44 years,1,Female,22
95XX,North Down,8,Religion not stated,9,40-44 years,2,Male,31
95XX,North Down,8,Religion not stated,10,45-49 years,1,Female,24
95XX,North Down,8,Religion not stated,10,45-49 years,2,Male,28
95XX,North Down,8,Religion not stated,11,50-54 years,1,Female,31
95XX,North Down,8,Religion not stated,11,50-54 years,2,Male,28
95XX,North Down,8,Religion not stated,12,55-59 years,1,Female,38
95XX,North Down,8,Religion not stated,12,55-59 years,2,Male,38
95XX,North Down,8,Religion not stated,13,60-64 years,1,Female,42
95XX,North Down,8,Religion not stated,13,60-64 years,2,Male,52
95XX,North Down,8,Religion not stated,14,65-69 years,1,Female,51
95XX,North Down,8,Religion not stated,14,65-69 years,2,Male,37
95XX,North Down,8,Religion not stated,15,70-74 years,1,Female,53
95XX,North Down,8,Religion not stated,15,70-74 years,2,Male,51
95XX,North Down,8,Religion not stated,16,75-79 years,1,Female,51
95XX,North Down,8,Religion not stated,16,75-79 years,2,Male,53
95XX,North Down,8,Religion not stated,17,80-84 years,1,Female,51
95XX,North Down,8,Religion not stated,17,80-84 years,2,Male,37
95XX,North Down,8,Religion not stated,18,85-89 years,1,Female,26
95XX,North Down,8,Religion not stated,18,85-89 years,2,Male,21
95XX,North Down,8,Religion not stated,19,90+ years,1,Female,38
95XX,North Down,8,Religion not stated,19,90+ years,2,Male,9
95YY,Omagh,1,Catholic,1,0-4 years,1,Female,1200
95YY,Omagh,1,Catholic,1,0-4 years,2,Male,1203
95YY,Omagh,1,Catholic,2,5-9 years,1,Female,1299
95YY,Omagh,1,Catholic,2,5-9 years,2,Male,1291
95YY,Omagh,1,Catholic,3,10-14 years,1,Female,1326
95YY,Omagh,1,Catholic,3,10-14 years,2,Male,1415
95YY,Omagh,1,Catholic,4,15-19 years,1,Female,1109
95YY,Omagh,1,Catholic,4,15-19 years,2,Male,1164
95YY,Omagh,1,Catholic,5,20-24 years,1,Female,949
95YY,Omagh,1,Catholic,5,20-24 years,2,Male,1056
95YY,Omagh,1,Catholic,6,25-29 years,1,Female,998
95YY,Omagh,1,Catholic,6,25-29 years,2,Male,946
95YY,Omagh,1,Catholic,7,30-34 years,1,Female,1042
95YY,Omagh,1,Catholic,7,30-34 years,2,Male,996
95YY,Omagh,1,Catholic,8,35-39 years,1,Female,1302
95YY,Omagh,1,Catholic,8,35-39 years,2,Male,1175
95YY,Omagh,1,Catholic,9,40-44 years,1,Female,1267
95YY,Omagh,1,Catholic,9,40-44 years,2,Male,1160
95YY,Omagh,1,Catholic,10,45-49 years,1,Female,1112
95YY,Omagh,1,Catholic,10,45-49 years,2,Male,1176
95YY,Omagh,1,Catholic,11,50-54 years,1,Female,1217
95YY,Omagh,1,Catholic,11,50-54 years,2,Male,1136
95YY,Omagh,1,Catholic,12,55-59 years,1,Female,1190
95YY,Omagh,1,Catholic,12,55-59 years,2,Male,1143
95YY,Omagh,1,Catholic,13,60-64 years,1,Female,1093
95YY,Omagh,1,Catholic,13,60-64 years,2,Male,1013
95YY,Omagh,1,Catholic,14,65-69 years,1,Female,926
95YY,Omagh,1,Catholic,14,65-69 years,2,Male,948
95YY,Omagh,1,Catholic,15,70-74 years,1,Female,769
95YY,Omagh,1,Catholic,15,70-74 years,2,Male,738
95YY,Omagh,1,Catholic,16,75-79 years,1,Female,545
95YY,Omagh,1,Catholic,16,75-79 years,2,Male,507
95YY,Omagh,1,Catholic,17,80-84 years,1,Female,370
95YY,Omagh,1,Catholic,17,80-84 years,2,Male,285
95YY,Omagh,1,Catholic,18,85-89 years,1,Female,224
95YY,Omagh,1,Catholic,18,85-89 years,2,Male,145
95YY,Omagh,1,Catholic,19,90+ years,1,Female,149
95YY,Omagh,1,Catholic,19,90+ years,2,Male,57
95YY,Omagh,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,93
95YY,Omagh,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,101
95YY,Omagh,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,107
95YY,Omagh,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,118
95YY,Omagh,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,107
95YY,Omagh,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,127
95YY,Omagh,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,121
95YY,Omagh,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,124
95YY,Omagh,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,102
95YY,Omagh,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,128
95YY,Omagh,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,125
95YY,Omagh,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,132
95YY,Omagh,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,119
95YY,Omagh,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,121
95YY,Omagh,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,113
95YY,Omagh,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,120
95YY,Omagh,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,120
95YY,Omagh,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,126
95YY,Omagh,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,145
95YY,Omagh,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,154
95YY,Omagh,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,170
95YY,Omagh,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,192
95YY,Omagh,2,Presbyterian Church in Ireland,12,55-59 years,1,Female,195
95YY,Omagh,2,Presbyterian Church in Ireland,12,55-59 years,2,Male,188
95YY,Omagh,2,Presbyterian Church in Ireland,13,60-64 years,1,Female,155
95YY,Omagh,2,Presbyterian Church in Ireland,13,60-64 years,2,Male,168
95YY,Omagh,2,Presbyterian Church in Ireland,14,65-69 years,1,Female,137
95YY,Omagh,2,Presbyterian Church in Ireland,14,65-69 years,2,Male,140
95YY,Omagh,2,Presbyterian Church in Ireland,15,70-74 years,1,Female,121
95YY,Omagh,2,Presbyterian Church in Ireland,15,70-74 years,2,Male,141
95YY,Omagh,2,Presbyterian Church in Ireland,16,75-79 years,1,Female,137
95YY,Omagh,2,Presbyterian Church in Ireland,16,75-79 years,2,Male,106
95YY,Omagh,2,Presbyterian Church in Ireland,17,80-84 years,1,Female,113
95YY,Omagh,2,Presbyterian Church in Ireland,17,80-84 years,2,Male,78
95YY,Omagh,2,Presbyterian Church in Ireland,18,85-89 years,1,Female,58
95YY,Omagh,2,Presbyterian Church in Ireland,18,85-89 years,2,Male,66
95YY,Omagh,2,Presbyterian Church in Ireland,19,90+ years,1,Female,36
95YY,Omagh,2,Presbyterian Church in Ireland,19,90+ years,2,Male,18
95YY,Omagh,3,Church of Ireland,1,0-4 years,1,Female,140
95YY,Omagh,3,Church of Ireland,1,0-4 years,2,Male,138
95YY,Omagh,3,Church of Ireland,2,5-9 years,1,Female,136
95YY,Omagh,3,Church of Ireland,2,5-9 years,2,Male,143
95YY,Omagh,3,Church of Ireland,3,10-14 years,1,Female,150
95YY,Omagh,3,Church of Ireland,3,10-14 years,2,Male,141
95YY,Omagh,3,Church of Ireland,4,15-19 years,1,Female,107
95YY,Omagh,3,Church of Ireland,4,15-19 years,2,Male,144
95YY,Omagh,3,Church of Ireland,5,20-24 years,1,Female,122
95YY,Omagh,3,Church of Ireland,5,20-24 years,2,Male,147
95YY,Omagh,3,Church of Ireland,6,25-29 years,1,Female,134
95YY,Omagh,3,Church of Ireland,6,25-29 years,2,Male,157
95YY,Omagh,3,Church of Ireland,7,30-34 years,1,Female,129
95YY,Omagh,3,Church of Ireland,7,30-34 years,2,Male,127
95YY,Omagh,3,Church of Ireland,8,35-39 years,1,Female,156
95YY,Omagh,3,Church of Ireland,8,35-39 years,2,Male,154
95YY,Omagh,3,Church of Ireland,9,40-44 years,1,Female,141
95YY,Omagh,3,Church of Ireland,9,40-44 years,2,Male,143
95YY,Omagh,3,Church of Ireland,10,45-49 years,1,Female,177
95YY,Omagh,3,Church of Ireland,10,45-49 years,2,Male,150
95YY,Omagh,3,Church of Ireland,11,50-54 years,1,Female,183
95YY,Omagh,3,Church of Ireland,11,50-54 years,2,Male,173
95YY,Omagh,3,Church of Ireland,12,55-59 years,1,Female,184
95YY,Omagh,3,Church of Ireland,12,55-59 years,2,Male,194
95YY,Omagh,3,Church of Ireland,13,60-64 years,1,Female,189
95YY,Omagh,3,Church of Ireland,13,60-64 years,2,Male,190
95YY,Omagh,3,Church of Ireland,14,65-69 years,1,Female,161
95YY,Omagh,3,Church of Ireland,14,65-69 years,2,Male,159
95YY,Omagh,3,Church of Ireland,15,70-74 years,1,Female,134
95YY,Omagh,3,Church of Ireland,15,70-74 years,2,Male,136
95YY,Omagh,3,Church of Ireland,16,75-79 years,1,Female,110
95YY,Omagh,3,Church of Ireland,16,75-79 years,2,Male,100
95YY,Omagh,3,Church of Ireland,17,80-84 years,1,Female,96
95YY,Omagh,3,Church of Ireland,17,80-84 years,2,Male,61
95YY,Omagh,3,Church of Ireland,18,85-89 years,1,Female,55
95YY,Omagh,3,Church of Ireland,18,85-89 years,2,Male,38
95YY,Omagh,3,Church of Ireland,19,90+ years,1,Female,42
95YY,Omagh,3,Church of Ireland,19,90+ years,2,Male,13
95YY,Omagh,4,Methodist Church in Ireland,1,0-4 years,1,Female,10
95YY,Omagh,4,Methodist Church in Ireland,1,0-4 years,2,Male,19
95YY,Omagh,4,Methodist Church in Ireland,2,5-9 years,1,Female,22
95YY,Omagh,4,Methodist Church in Ireland,2,5-9 years,2,Male,14
95YY,Omagh,4,Methodist Church in Ireland,3,10-14 years,1,Female,15
95YY,Omagh,4,Methodist Church in Ireland,3,10-14 years,2,Male,15
95YY,Omagh,4,Methodist Church in Ireland,4,15-19 years,1,Female,13
95YY,Omagh,4,Methodist Church in Ireland,4,15-19 years,2,Male,11
95YY,Omagh,4,Methodist Church in Ireland,5,20-24 years,1,Female,12
95YY,Omagh,4,Methodist Church in Ireland,5,20-24 years,2,Male,16
95YY,Omagh,4,Methodist Church in Ireland,6,25-29 years,1,Female,19
95YY,Omagh,4,Methodist Church in Ireland,6,25-29 years,2,Male,14
95YY,Omagh,4,Methodist Church in Ireland,7,30-34 years,1,Female,21
95YY,Omagh,4,Methodist Church in Ireland,7,30-34 years,2,Male,24
95YY,Omagh,4,Methodist Church in Ireland,8,35-39 years,1,Female,14
95YY,Omagh,4,Methodist Church in Ireland,8,35-39 years,2,Male,14
95YY,Omagh,4,Methodist Church in Ireland,9,40-44 years,1,Female,18
95YY,Omagh,4,Methodist Church in Ireland,9,40-44 years,2,Male,10
95YY,Omagh,4,Methodist Church in Ireland,10,45-49 years,1,Female,20
95YY,Omagh,4,Methodist Church in Ireland,10,45-49 years,2,Male,24
95YY,Omagh,4,Methodist Church in Ireland,11,50-54 years,1,Female,13
95YY,Omagh,4,Methodist Church in Ireland,11,50-54 years,2,Male,20
95YY,Omagh,4,Methodist Church in Ireland,12,55-59 years,1,Female,19
95YY,Omagh,4,Methodist Church in Ireland,12,55-59 years,2,Male,20
95YY,Omagh,4,Methodist Church in Ireland,13,60-64 years,1,Female,22
95YY,Omagh,4,Methodist Church in Ireland,13,60-64 years,2,Male,24
95YY,Omagh,4,Methodist Church in Ireland,14,65-69 years,1,Female,23
95YY,Omagh,4,Methodist Church in Ireland,14,65-69 years,2,Male,27
95YY,Omagh,4,Methodist Church in Ireland,15,70-74 years,1,Female,20
95YY,Omagh,4,Methodist Church in Ireland,15,70-74 years,2,Male,18
95YY,Omagh,4,Methodist Church in Ireland,16,75-79 years,1,Female,19
95YY,Omagh,4,Methodist Church in Ireland,16,75-79 years,2,Male,15
95YY,Omagh,4,Methodist Church in Ireland,17,80-84 years,1,Female,10
95YY,Omagh,4,Methodist Church in Ireland,17,80-84 years,2,Male,13
95YY,Omagh,4,Methodist Church in Ireland,18,85-89 years,1,Female,11
95YY,Omagh,4,Methodist Church in Ireland,18,85-89 years,2,Male,5
95YY,Omagh,4,Methodist Church in Ireland,19,90+ years,1,Female,5
95YY,Omagh,4,Methodist Church in Ireland,19,90+ years,2,Male,5
95YY,Omagh,5,Other Christian (including Christian related),1,0-4 years,1,Female,57
95YY,Omagh,5,Other Christian (including Christian related),1,0-4 years,2,Male,49
95YY,Omagh,5,Other Christian (including Christian related),2,5-9 years,1,Female,60
95YY,Omagh,5,Other Christian (including Christian related),2,5-9 years,2,Male,59
95YY,Omagh,5,Other Christian (including Christian related),3,10-14 years,1,Female,55
95YY,Omagh,5,Other Christian (including Christian related),3,10-14 years,2,Male,75
95YY,Omagh,5,Other Christian (including Christian related),4,15-19 years,1,Female,57
95YY,Omagh,5,Other Christian (including Christian related),4,15-19 years,2,Male,81
95YY,Omagh,5,Other Christian (including Christian related),5,20-24 years,1,Female,51
95YY,Omagh,5,Other Christian (including Christian related),5,20-24 years,2,Male,43
95YY,Omagh,5,Other Christian (including Christian related),6,25-29 years,1,Female,41
95YY,Omagh,5,Other Christian (including Christian related),6,25-29 years,2,Male,55
95YY,Omagh,5,Other Christian (including Christian related),7,30-34 years,1,Female,63
95YY,Omagh,5,Other Christian (including Christian related),7,30-34 years,2,Male,39
95YY,Omagh,5,Other Christian (including Christian related),8,35-39 years,1,Female,52
95YY,Omagh,5,Other Christian (including Christian related),8,35-39 years,2,Male,43
95YY,Omagh,5,Other Christian (including Christian related),9,40-44 years,1,Female,65
95YY,Omagh,5,Other Christian (including Christian related),9,40-44 years,2,Male,48
95YY,Omagh,5,Other Christian (including Christian related),10,45-49 years,1,Female,73
95YY,Omagh,5,Other Christian (including Christian related),10,45-49 years,2,Male,60
95YY,Omagh,5,Other Christian (including Christian related),11,50-54 years,1,Female,71
95YY,Omagh,5,Other Christian (including Christian related),11,50-54 years,2,Male,53
95YY,Omagh,5,Other Christian (including Christian related),12,55-59 years,1,Female,77
95YY,Omagh,5,Other Christian (including Christian related),12,55-59 years,2,Male,62
95YY,Omagh,5,Other Christian (including Christian related),13,60-64 years,1,Female,55
95YY,Omagh,5,Other Christian (including Christian related),13,60-64 years,2,Male,40
95YY,Omagh,5,Other Christian (including Christian related),14,65-69 years,1,Female,45
95YY,Omagh,5,Other Christian (including Christian related),14,65-69 years,2,Male,43
95YY,Omagh,5,Other Christian (including Christian related),15,70-74 years,1,Female,32
95YY,Omagh,5,Other Christian (including Christian related),15,70-74 years,2,Male,34
95YY,Omagh,5,Other Christian (including Christian related),16,75-79 years,1,Female,24
95YY,Omagh,5,Other Christian (including Christian related),16,75-79 years,2,Male,30
95YY,Omagh,5,Other Christian (including Christian related),17,80-84 years,1,Female,17
95YY,Omagh,5,Other Christian (including Christian related),17,80-84 years,2,Male,11
95YY,Omagh,5,Other Christian (including Christian related),18,85-89 years,1,Female,5
95YY,Omagh,5,Other Christian (including Christian related),18,85-89 years,2,Male,10
95YY,Omagh,5,Other Christian (including Christian related),19,90+ years,1,Female,13
95YY,Omagh,5,Other Christian (including Christian related),19,90+ years,2,Male,3
95YY,Omagh,6,Other religions,1,0-4 years,1,Female,9
95YY,Omagh,6,Other religions,1,0-4 years,2,Male,12
95YY,Omagh,6,Other religions,2,5-9 years,1,Female,6
95YY,Omagh,6,Other religions,2,5-9 years,2,Male,7
95YY,Omagh,6,Other religions,3,10-14 years,1,Female,15
95YY,Omagh,6,Other religions,3,10-14 years,2,Male,7
95YY,Omagh,6,Other religions,4,15-19 years,1,Female,13
95YY,Omagh,6,Other religions,4,15-19 years,2,Male,18
95YY,Omagh,6,Other religions,5,20-24 years,1,Female,8
95YY,Omagh,6,Other religions,5,20-24 years,2,Male,18
95YY,Omagh,6,Other religions,6,25-29 years,1,Female,9
95YY,Omagh,6,Other religions,6,25-29 years,2,Male,9
95YY,Omagh,6,Other religions,7,30-34 years,1,Female,13
95YY,Omagh,6,Other religions,7,30-34 years,2,Male,16
95YY,Omagh,6,Other religions,8,35-39 years,1,Female,12
95YY,Omagh,6,Other religions,8,35-39 years,2,Male,18
95YY,Omagh,6,Other religions,9,40-44 years,1,Female,14
95YY,Omagh,6,Other religions,9,40-44 years,2,Male,13
95YY,Omagh,6,Other religions,10,45-49 years,1,Female,11
95YY,Omagh,6,Other religions,10,45-49 years,2,Male,11
95YY,Omagh,6,Other religions,11,50-54 years,1,Female,13
95YY,Omagh,6,Other religions,11,50-54 years,2,Male,13
95YY,Omagh,6,Other religions,12,55-59 years,1,Female,9
95YY,Omagh,6,Other religions,12,55-59 years,2,Male,9
95YY,Omagh,6,Other religions,13,60-64 years,1,Female,5
95YY,Omagh,6,Other religions,13,60-64 years,2,Male,9
95YY,Omagh,6,Other religions,14,65-69 years,1,Female,6
95YY,Omagh,6,Other religions,14,65-69 years,2,Male,6
95YY,Omagh,6,Other religions,15,70-74 years,1,Female,10
95YY,Omagh,6,Other religions,15,70-74 years,2,Male,12
95YY,Omagh,6,Other religions,16,75-79 years,1,Female,9
95YY,Omagh,6,Other religions,16,75-79 years,2,Male,2
95YY,Omagh,6,Other religions,17,80-84 years,1,Female,2
95YY,Omagh,6,Other religions,17,80-84 years,2,Male,2
95YY,Omagh,6,Other religions,18,85-89 years,1,Female,4
95YY,Omagh,6,Other religions,18,85-89 years,2,Male,1
95YY,Omagh,6,Other religions,19,90+ years,1,Female,3
95YY,Omagh,6,Other religions,19,90+ years,2,Male,0
95YY,Omagh,7,No religion,1,0-4 years,1,Female,143
95YY,Omagh,7,No religion,1,0-4 years,2,Male,176
95YY,Omagh,7,No religion,2,5-9 years,1,Female,108
95YY,Omagh,7,No religion,2,5-9 years,2,Male,99
95YY,Omagh,7,No religion,3,10-14 years,1,Female,96
95YY,Omagh,7,No religion,3,10-14 years,2,Male,103
95YY,Omagh,7,No religion,4,15-19 years,1,Female,125
95YY,Omagh,7,No religion,4,15-19 years,2,Male,149
95YY,Omagh,7,No religion,5,20-24 years,1,Female,122
95YY,Omagh,7,No religion,5,20-24 years,2,Male,173
95YY,Omagh,7,No religion,6,25-29 years,1,Female,127
95YY,Omagh,7,No religion,6,25-29 years,2,Male,197
95YY,Omagh,7,No religion,7,30-34 years,1,Female,137
95YY,Omagh,7,No religion,7,30-34 years,2,Male,165
95YY,Omagh,7,No religion,8,35-39 years,1,Female,113
95YY,Omagh,7,No religion,8,35-39 years,2,Male,180
95YY,Omagh,7,No religion,9,40-44 years,1,Female,110
95YY,Omagh,7,No religion,9,40-44 years,2,Male,129
95YY,Omagh,7,No religion,10,45-49 years,1,Female,126
